name,module_name,module_type,value,updated_at
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",629255,"2015-01-18 12:45:34"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",640399,"2015-03-10 19:13:39"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",639610,"2015-03-06 20:14:14"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",582299,"2014-09-05 09:56:15"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",496858,"2014-06-16 14:51:54"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",639476,"2015-03-06 20:14:14"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",602522,"2014-10-31 13:47:54"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",602522,"2014-10-30 17:45:47"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",476208,"2014-05-29 13:31:55"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",638402,"2015-03-02 12:54:48"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",584020,"2014-09-16 14:59:46"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",619375,"2014-12-18 10:54:29"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",619375,"2014-12-23 12:55:38"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",619375,"2014-12-19 16:20:54"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",578224,"2014-08-22 12:31:40"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",571756,"2014-08-12 18:21:28"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",638027,"2015-02-27 12:33:19"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",636934,"2015-02-23 13:29:28"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",583260,"2014-09-12 21:11:18"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",638186,"2015-02-26 10:19:05"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",610217,"2014-12-02 22:13:11"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",610217,"2014-11-27 13:53:01"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",610217,"2014-11-28 08:52:25"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",636831,"2015-02-20 11:14:47"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",604609,"2014-11-13 10:32:38"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",636949,"2015-02-24 07:22:52"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",581517,"2014-09-03 17:58:16"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",542254,"2014-07-24 17:11:48"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",590570,"2014-10-01 15:57:35"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",621812,"2015-01-06 17:59:51"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",498897,"2014-06-20 14:50:11"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",477478,"2014-05-30 10:22:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",636267,"2015-02-20 11:14:47"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",618411,"2014-12-15 08:01:27"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",570758,"2014-08-08 18:18:38"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",636110,"2015-02-17 12:56:30"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",635606,"2015-02-12 18:26:12"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",628419,"2015-01-19 08:20:20"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",478734,"2014-06-05 15:22:03"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",598115,"2014-10-15 17:54:39"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",565470,"2014-08-01 23:07:23"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",600290,"2014-10-23 17:21:37"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",591641,"2014-10-03 19:59:43"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",578823,"2014-08-26 20:23:51"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",624854,"2015-01-16 18:28:52"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",583901,"2014-09-19 15:42:02"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",613684,"2014-12-05 23:24:40"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",602859,"2014-11-06 21:56:02"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",602859,"2014-11-07 12:50:11"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",622058,"2015-01-06 17:59:51"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",577398,"2014-08-21 12:06:10"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",572693,"2014-08-14 15:06:52"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",489074,"2014-06-06 13:17:46"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",595913,"2014-10-14 16:41:35"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",619441,"2014-12-31 08:31:14"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",605598,"2014-11-14 11:37:05"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",526903,"2014-07-09 18:01:20"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",622133,"2015-01-08 12:27:53"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",496230,"2014-06-18 11:58:30"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",604373,"2014-11-11 17:34:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",588725,"2014-09-26 18:15:26"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",516017,"2014-06-25 16:18:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",493818,"2014-06-12 15:23:37"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",490206,"2014-06-12 15:23:37"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",582479,"2014-09-05 20:21:36"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",563783,"2014-07-31 15:30:30"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",582794,"2014-09-18 15:48:02"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",608948,"2014-11-25 17:35:56"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",583114,"2014-09-11 14:23:32"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",582628,"2014-09-09 14:20:55"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",618119,"2014-12-12 21:08:22"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",576340,"2014-08-15 12:48:45"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",619402,"2014-12-26 22:12:33"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",600643,"2014-10-27 09:13:47"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",618293,"2014-12-12 23:16:12"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",569618,"2014-08-07 11:41:50"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",565741,"2014-08-04 09:38:52"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",561694,"2014-07-29 19:02:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",613859,"2014-12-09 11:43:00"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",613859,"2014-12-08 08:47:25"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",573123,"2014-08-15 12:48:45"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",500322,"2014-06-22 09:11:48"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",497127,"2014-06-19 15:26:28"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",558988,"2014-07-25 16:42:22"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",581222,"2014-09-02 18:57:39"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",528225,"2014-07-04 10:25:34"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",524252,"2014-07-04 10:25:34"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",515750,"2014-06-25 16:18:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",608938,"2014-11-21 17:59:15"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",618521,"2014-12-16 14:52:04"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",605620,"2014-11-18 18:25:59"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",591743,"2014-10-07 08:53:54"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",588826,"2014-09-30 12:48:06"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",593889,"2014-10-08 11:48:05"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",578748,"2014-08-27 16:46:17"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",611411,"2014-12-05 23:24:40"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",565288,"2014-08-01 23:07:23"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",567309,"2014-08-05 13:43:11"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",527162,"2014-06-27 11:57:50"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",609239,"2014-11-26 15:57:29"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",526187,"2014-07-07 16:07:22"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",608807,"2014-11-20 14:14:49"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",603909,"2014-11-09 08:53:02"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",602738,"2014-11-05 17:59:46"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",600841,"2014-10-28 10:17:37"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",600128,"2014-10-22 10:02:19"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",598896,"2014-10-16 20:01:41"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",595604,"2014-10-10 20:28:47"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",591235,"2014-10-02 11:33:31"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",587874,"2014-09-25 17:24:37"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",584009,"2014-09-23 19:04:14"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",580732,"2014-08-31 15:34:39"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",578033,"2014-08-22 10:06:49"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",577060,"2014-08-19 18:30:50"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",527682,"2014-07-14 09:47:39"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",539614,"2014-07-21 11:18:30"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",532115,"2014-07-17 16:26:44"
southsudan,"Refugees from South Sudan in neighbouring countries: Total","Total Population & Demogrpahy",478318,"2014-06-04 17:08:58"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",256684,"2015-03-08 07:09:24"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",248354,"2014-12-14 09:08:35"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",243509,"2014-09-14 20:53:14"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",245199,"2014-10-26 12:01:18"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",241416,"2014-07-13 13:18:59"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",255949,"2015-02-28 13:40:12"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",243514,"2014-09-21 21:56:59"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",239747,"2014-06-09 07:57:39"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",249237,"2015-01-14 08:08:59"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",254867,"2015-02-22 09:46:25"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",243237,"2014-08-31 18:06:40"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",243000,"2014-08-17 09:46:35"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",241984,"2014-07-27 22:34:55"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",240133,"2014-06-22 08:29:05"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",245882,"2014-10-31 11:58:08"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",240001,"2014-06-15 08:30:09"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",253932,"2015-02-15 18:46:59"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",252120,"2015-01-31 14:11:19"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",249956,"2015-01-18 18:00:17"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",249235,"2015-01-13 17:54:42"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",248036,"2015-01-11 19:32:45"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",246953,"2014-12-31 20:34:45"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",246826,"2014-11-23 19:48:31"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",247633,"2014-12-08 09:29:16"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",244805,"2014-10-12 10:20:25"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",240736,"2014-06-30 11:01:04"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",238261,"2014-05-19 09:54:04"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",244765,"2014-10-06 15:59:38"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",246433,"2014-11-16 19:39:52"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",246320,"2014-11-09 04:36:01"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",245003,"2014-10-19 11:51:51"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",242239,"2014-08-03 09:54:09"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",242702,"2014-08-10 14:45:25"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",242973,"2014-08-24 14:30:09"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",241022,"2014-07-07 21:55:36"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",244638,"2014-09-30 12:02:04"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",243377,"2014-09-07 10:08:26"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",241675,"2014-07-20 12:10:15"
southsudan,"Refugees in South Sudan","Total Population & Demogrpahy",239293,"2014-05-31 09:58:23"
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",311727,2014-04-04
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",149322,2014-01-19
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",148261,2014-01-16
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",174869,2014-02-01
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",476208,2014-05-29
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",148532,2014-01-17
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",113933,2014-01-07
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",266128,2014-03-13
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",203623,2014-02-23
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110906,2013-12-31
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",250951,2014-03-04
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110466,2013-12-29
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",153261,2014-01-24
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",175067,2014-02-02
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",475721,2014-05-27
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110021,2013-12-25
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",353719,2014-05-06
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",302151,2014-03-28
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",322132,2014-04-30
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",265850,2014-03-12
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",275645,2014-03-17
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109547,2013-12-15
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",267956,2014-03-15
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",134155,2014-01-12
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109907,2013-12-23
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",242604,2014-03-01
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",116477,2014-01-11
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",262959,2014-03-10
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",111207,2014-01-01
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",357589,2014-05-15
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",198507,2014-02-21
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",194510,2014-02-15
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",317265,2014-04-27
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",257638,2014-03-05
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",178537,2014-02-08
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",320565,2014-04-09
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",217999,2014-02-27
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",176166,2014-02-05
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",115895,2014-01-10
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",301184,2014-03-27
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",175863,2014-02-04
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",115359,2014-01-09
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",198133,2014-02-20
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",217720,2014-02-26
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",204001,2014-02-24
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",193737,2014-02-12
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",113283,2014-01-06
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",299981,2014-03-26
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",260418,2014-03-07
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109915,2013-12-24
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",134606,2014-01-13
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",259177,2014-03-06
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",362646,2014-05-21
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",150546,2014-01-21
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",195243,2014-02-18
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110228,2013-12-26
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",112621,2014-01-05
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109714,2013-12-17
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",309465,2014-04-01
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",111750,2014-01-03
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110283,2013-12-27
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109806,2013-12-21
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",192486,2014-02-11
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",175255,2014-02-03
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",174127,2014-01-30
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",176882,2014-02-06
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",194762,2014-02-16
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",159840,2014-01-28
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",150963,2014-01-22
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",158132,2014-01-25
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",295372,2014-03-23
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",193906,2014-02-13
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",248232,2014-03-02
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",191005,2014-02-10
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",178928,2014-02-09
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",262433,2014-03-09
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",174436,2014-01-31
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",294640,2014-03-22
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",289961,2014-03-19
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",249344,2014-03-03
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",310445,2014-04-03
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",111646,2014-01-02
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109793,2013-12-20
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",291018,2014-03-20
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",158535,2014-01-26
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",214082,2014-02-25
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",277573,2014-03-18
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",266476,2014-03-14
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",263349,2014-03-11
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",320479,2014-04-29
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",312734,2014-04-05
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",273479,2014-03-16
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",302968,2014-03-29
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",114587,2014-01-08
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",110632,2013-12-30
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",109659,2013-12-16
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",112138,2014-01-04
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",147765,2014-01-15
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",151980,2014-01-23
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",198641,2014-02-22
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",312794,2014-04-06
southsudan,"Refugees from South Sudan in neighbouring countries Total","Total Population & Demogrpahy",160405,2014-01-29
