name,module_name,value,updated_at
syria,Registered Syrian Refugees,2636777,2010-04-14
syria,Registered Syrian Refugees,2070846,2009-10-09
syria,Registered Syrian Refugees,2760224,2010-05-27
syria,Registered Syrian Refugees,1512160,2009-06-20
syria,Registered Syrian Refugees,889019,2009-03-10
syria,Registered Syrian Refugees,1763747,2009-08-19
syria,Registered Syrian Refugees,1613864,2009-07-14
syria,Registered Syrian Refugees,770754,2009-02-26
syria,Registered Syrian Refugees,2373446,2010-01-21
syria,Registered Syrian Refugees,1726010,2009-08-10
syria,Registered Syrian Refugees,1235225,2009-04-28
syria,Registered Syrian Refugees,2890778,2010-07-20
syria,Registered Syrian Refugees,2965193,2010-08-28
syria,Registered Syrian Refugees,2299696,2009-12-16
syria,Registered Syrian Refugees,126657,2008-07-25
syria,Registered Syrian Refugees,2739258,2010-05-21
syria,Registered Syrian Refugees,2179837,2009-11-09
syria,Registered Syrian Refugees,225100,2008-09-17
syria,Registered Syrian Refugees,58670,2008-04-29
syria,Registered Syrian Refugees,2202071,2009-11-19
syria,Registered Syrian Refugees,2767354,2010-06-03
syria,Registered Syrian Refugees,2330256,2010-01-09
syria,Registered Syrian Refugees,2547889,2010-03-23
syria,Registered Syrian Refugees,1139210,2009-04-16
syria,Registered Syrian Refugees,1962989,2009-09-18
syria,Registered Syrian Refugees,3209884,2010-12-20
syria,Registered Syrian Refugees,437433,2008-12-09
syria,Registered Syrian Refugees,632252,2009-02-01
syria,Registered Syrian Refugees,1275693,2009-05-13
syria,Registered Syrian Refugees,237653,2008-09-23
syria,Registered Syrian Refugees,637688,2009-02-02
syria,Registered Syrian Refugees,106945,2008-07-10
syria,Registered Syrian Refugees,301867,2008-10-29
syria,Registered Syrian Refugees,3018794,2010-10-13
syria,Registered Syrian Refugees,3224132,2011-01-03
syria,Registered Syrian Refugees,2530929,2010-03-15
syria,Registered Syrian Refugees,2773436,2010-06-07
syria,Registered Syrian Refugees,2692700,2010-05-04
syria,Registered Syrian Refugees,2789300,2010-06-10
syria,Registered Syrian Refugees,2325350,2009-12-28
syria,Registered Syrian Refugees,2638509,2010-04-15
syria,Registered Syrian Refugees,2070850,2009-10-10
syria,Registered Syrian Refugees,2659650,2010-04-26
syria,Registered Syrian Refugees,69860,2008-05-28
syria,Registered Syrian Refugees,1733914,2009-08-12
syria,Registered Syrian Refugees,1232927,2009-05-09
syria,Registered Syrian Refugees,3223659,2010-12-30
syria,Registered Syrian Refugees,3030470,2010-11-12
syria,Registered Syrian Refugees,2002825,2009-09-28
syria,Registered Syrian Refugees,2815209,2010-06-17
syria,Registered Syrian Refugees,3034622,2010-11-16
syria,Registered Syrian Refugees,1728870,2009-08-11
syria,Registered Syrian Refugees,1437839,2009-06-05
syria,Registered Syrian Refugees,169949,2008-08-21
syria,Registered Syrian Refugees,2989563,2010-09-10
syria,Registered Syrian Refugees,250791,2008-09-27
syria,Registered Syrian Refugees,25830,2008-03-28
syria,Registered Syrian Refugees,2486221,2010-03-03
syria,Registered Syrian Refugees,430804,2008-12-05
syria,Registered Syrian Refugees,2739409,2010-05-20
syria,Registered Syrian Refugees,1738985,2009-08-13
syria,Registered Syrian Refugees,1723923,2009-08-07
syria,Registered Syrian Refugees,1476497,2009-06-15
syria,Registered Syrian Refugees,2316800,2009-12-24
syria,Registered Syrian Refugees,91998,2008-06-21
syria,Registered Syrian Refugees,1830557,2009-08-28
syria,Registered Syrian Refugees,2335685,2010-01-13
syria,Registered Syrian Refugees,3022958,2010-11-01
syria,Registered Syrian Refugees,1063919,2009-04-04
syria,Registered Syrian Refugees,2453278,2010-02-11
syria,Registered Syrian Refugees,1337317,2009-05-19
syria,Registered Syrian Refugees,1744155,2009-08-15
syria,Registered Syrian Refugees,2396806,2010-01-29
syria,Registered Syrian Refugees,1701365,2009-07-30
syria,Registered Syrian Refugees,2498312,2010-03-06
syria,Registered Syrian Refugees,2444928,2010-02-18
syria,Registered Syrian Refugees,254278,2008-10-01
syria,Registered Syrian Refugees,2996052,2010-10-01
syria,Registered Syrian Refugees,1928940,2009-09-15
syria,Registered Syrian Refugees,63354,2008-05-13
syria,Registered Syrian Refugees,2580070,2010-03-31
syria,Registered Syrian Refugees,1866429,2009-09-02
syria,Registered Syrian Refugees,520371,2009-01-06
syria,Registered Syrian Refugees,3102353,2010-11-24
syria,Registered Syrian Refugees,2995782,2010-09-15
syria,Registered Syrian Refugees,2604403,2010-04-06
syria,Registered Syrian Refugees,501651,2008-12-31
syria,Registered Syrian Refugees,24142,2008-03-15
syria,Registered Syrian Refugees,1313379,2009-05-14
syria,Registered Syrian Refugees,1671373,2009-07-23
syria,Registered Syrian Refugees,3220726,2010-12-29
syria,Registered Syrian Refugees,1351717,2009-05-20
syria,Registered Syrian Refugees,2575825,2010-03-29
syria,Registered Syrian Refugees,2897479,2010-07-26
syria,Registered Syrian Refugees,272634,2008-10-09
syria,Registered Syrian Refugees,1675695,2009-07-24
syria,Registered Syrian Refugees,1547643,2009-06-25
syria,Registered Syrian Refugees,2554371,2010-03-25
syria,Registered Syrian Refugees,2046232,2009-10-05
syria,Registered Syrian Refugees,2689042,2010-04-30
syria,Registered Syrian Refugees,2283182,2009-12-14
syria,Registered Syrian Refugees,630755,2009-01-30
syria,Registered Syrian Refugees,1869063,2009-09-03
syria,Registered Syrian Refugees,1521582,2009-06-23
syria,Registered Syrian Refugees,18676,2008-01-26
syria,Registered Syrian Refugees,2086967,2009-10-19
syria,Registered Syrian Refugees,2646151,2010-04-22
syria,Registered Syrian Refugees,993743,2009-03-28
syria,Registered Syrian Refugees,457653,2008-12-16
syria,Registered Syrian Refugees,2991592,2010-10-13
syria,Registered Syrian Refugees,1872067,2009-09-04
syria,Registered Syrian Refugees,3027173,2010-11-04
syria,Registered Syrian Refugees,130820,2008-08-02
syria,Registered Syrian Refugees,2753163,2010-05-24
syria,Registered Syrian Refugees,2398976,2010-01-30
syria,Registered Syrian Refugees,223258,2008-09-16
syria,Registered Syrian Refugees,2714677,2010-05-12
syria,Registered Syrian Refugees,3104459,2010-11-22
syria,Registered Syrian Refugees,3023743,2010-10-27
syria,Registered Syrian Refugees,948725,2009-03-22
syria,Registered Syrian Refugees,2875526,2010-07-16
syria,Registered Syrian Refugees,2426077,2010-02-04
syria,Registered Syrian Refugees,1108364,2009-04-11
syria,Registered Syrian Refugees,3000269,2010-09-17
syria,Registered Syrian Refugees,1707952,2009-08-01
syria,Registered Syrian Refugees,2905542,2010-08-02
syria,Registered Syrian Refugees,2117104,2009-10-28
syria,Registered Syrian Refugees,950757,2009-03-23
syria,Registered Syrian Refugees,676903,2009-02-07
syria,Registered Syrian Refugees,22101,2008-03-01
syria,Registered Syrian Refugees,2940575,2010-08-19
syria,Registered Syrian Refugees,2582765,2010-04-01
syria,Registered Syrian Refugees,159677,2008-08-16
syria,Registered Syrian Refugees,2905267,2010-07-30
syria,Registered Syrian Refugees,326025,2008-11-06
syria,Registered Syrian Refugees,1597452,2009-07-11
syria,Registered Syrian Refugees,371645,2008-11-17
syria,Registered Syrian Refugees,2109535,2009-10-26
syria,Registered Syrian Refugees,2470945,2010-02-25
syria,Registered Syrian Refugees,2275733,2009-12-10
syria,Registered Syrian Refugees,3214466,2010-12-22
syria,Registered Syrian Refugees,3214466,2010-12-20
syria,Registered Syrian Refugees,3015177,2010-10-01
syria,Registered Syrian Refugees,1423036,2009-05-30
syria,Registered Syrian Refugees,2540148,2010-03-19
syria,Registered Syrian Refugees,434299,2008-12-08
syria,Registered Syrian Refugees,494818,2008-12-28
syria,Registered Syrian Refugees,186735,2008-08-26
syria,Registered Syrian Refugees,379626,2008-11-18
syria,Registered Syrian Refugees,403490,2008-11-27
syria,Registered Syrian Refugees,2558091,2010-03-27
syria,Registered Syrian Refugees,158716,2008-08-15
syria,Registered Syrian Refugees,756157,2009-02-23
syria,Registered Syrian Refugees,2816731,2010-06-18
syria,Registered Syrian Refugees,442279,2008-12-10
syria,Registered Syrian Refugees,54978,2008-04-24
syria,Registered Syrian Refugees,66410,2008-05-19
syria,Registered Syrian Refugees,142658,2008-08-09
syria,Registered Syrian Refugees,129857,2008-07-30
syria,Registered Syrian Refugees,2643913,2010-04-19
syria,Registered Syrian Refugees,3015178,2010-09-30
syria,Registered Syrian Refugees,328682,2008-11-08
syria,Registered Syrian Refugees,3007687,2010-09-27
syria,Registered Syrian Refugees,612306,2009-01-27
syria,Registered Syrian Refugees,1661833,2009-07-21
syria,Registered Syrian Refugees,731754,2009-02-17
syria,Registered Syrian Refugees,2261500,2009-12-05
syria,Registered Syrian Refugees,2828635,2010-06-23
syria,Registered Syrian Refugees,1605576,2009-07-09
syria,Registered Syrian Refugees,2768041,2010-05-29
syria,Registered Syrian Refugees,577662,2009-01-21
syria,Registered Syrian Refugees,2053173,2009-10-06
syria,Registered Syrian Refugees,1516510,2009-06-22
syria,Registered Syrian Refugees,387675,2008-11-21
syria,Registered Syrian Refugees,1080456,2009-04-07
syria,Registered Syrian Refugees,1260921,2009-05-04
syria,Registered Syrian Refugees,82904,2008-06-13
syria,Registered Syrian Refugees,2495768,2010-03-05
syria,Registered Syrian Refugees,75444,2008-06-03
syria,Registered Syrian Refugees,1021993,2009-04-02
syria,Registered Syrian Refugees,2600675,2010-04-04
syria,Registered Syrian Refugees,409598,2008-12-01
syria,Registered Syrian Refugees,2816741,2010-06-18
syria,Registered Syrian Refugees,212456,2008-09-08
syria,Registered Syrian Refugees,199471,2008-08-30
syria,Registered Syrian Refugees,2846419,2010-07-01
syria,Registered Syrian Refugees,1275768,2009-05-12
syria,Registered Syrian Refugees,2383367,2010-01-25
syria,Registered Syrian Refugees,459948,2008-12-17
syria,Registered Syrian Refugees,181057,2008-08-24
syria,Registered Syrian Refugees,452826,2008-12-15
syria,Registered Syrian Refugees,1246504,2009-04-30
syria,Registered Syrian Refugees,1234689,2009-05-11
syria,Registered Syrian Refugees,1582495,2009-07-06
syria,Registered Syrian Refugees,2429299,2010-02-12
syria,Registered Syrian Refugees,1108136,2009-04-12
syria,Registered Syrian Refugees,283003,2008-10-16
syria,Registered Syrian Refugees,2702137,2010-05-09
syria,Registered Syrian Refugees,255582,2008-10-02
syria,Registered Syrian Refugees,1423807,2009-05-29
syria,Registered Syrian Refugees,1694277,2009-07-29
syria,Registered Syrian Refugees,1641860,2009-07-20
syria,Registered Syrian Refugees,1594804,2009-07-10
syria,Registered Syrian Refugees,2181948,2009-11-14
syria,Registered Syrian Refugees,1721209,2009-08-06
syria,Registered Syrian Refugees,1220847,2009-04-24
syria,Registered Syrian Refugees,60410,2008-05-06
syria,Registered Syrian Refugees,1124095,2009-04-14
syria,Registered Syrian Refugees,2464006,2010-02-23
syria,Registered Syrian Refugees,70206,2008-05-29
syria,Registered Syrian Refugees,2435767,2010-02-06
syria,Registered Syrian Refugees,2788863,2010-06-10
syria,Registered Syrian Refugees,2991593,2010-10-12
syria,Registered Syrian Refugees,2332239,2010-01-11
syria,Registered Syrian Refugees,2532253,2010-03-16
syria,Registered Syrian Refugees,2979315,2010-09-08
syria,Registered Syrian Refugees,922718,2009-03-16
syria,Registered Syrian Refugees,12386,2008-01-23
syria,Registered Syrian Refugees,2083652,2009-10-16
syria,Registered Syrian Refugees,1430995,2009-06-04
syria,Registered Syrian Refugees,2690478,2010-05-03
syria,Registered Syrian Refugees,2542240,2010-03-21
syria,Registered Syrian Refugees,2897950,2010-07-29
syria,Registered Syrian Refugees,2914962,2010-08-09
syria,Registered Syrian Refugees,1196882,2009-04-21
syria,Registered Syrian Refugees,110879,2008-07-11
syria,Registered Syrian Refugees,485922,2008-12-25
syria,Registered Syrian Refugees,2233205,2009-11-27
syria,Registered Syrian Refugees,2766369,2010-06-02
syria,Registered Syrian Refugees,448013,2008-12-12
syria,Registered Syrian Refugees,59350,2008-05-01
syria,Registered Syrian Refugees,45183,2008-04-19
syria,Registered Syrian Refugees,45183,2008-04-20
syria,Registered Syrian Refugees,79754,2008-06-10
syria,Registered Syrian Refugees,3106455,2010-12-06
syria,Registered Syrian Refugees,3023769,2010-10-27
syria,Registered Syrian Refugees,1813578,2009-08-26
syria,Registered Syrian Refugees,2764645,2010-05-28
syria,Registered Syrian Refugees,1456412,2009-06-10
syria,Registered Syrian Refugees,288258,2008-10-17
syria,Registered Syrian Refugees,69004,2008-05-26
syria,Registered Syrian Refugees,1228257,2009-05-08
syria,Registered Syrian Refugees,2937158,2010-08-17
syria,Registered Syrian Refugees,432790,2008-12-07
syria,Registered Syrian Refugees,2846821,2010-07-02
syria,Registered Syrian Refugees,190154,2008-08-28
syria,Registered Syrian Refugees,281418,2008-10-15
syria,Registered Syrian Refugees,181535,2008-08-25
syria,Registered Syrian Refugees,3024611,2010-10-26
syria,Registered Syrian Refugees,2875497,2010-07-15
syria,Registered Syrian Refugees,1403494,2009-05-26
syria,Registered Syrian Refugees,583866,2009-01-23
syria,Registered Syrian Refugees,2996278,2010-10-08
syria,Registered Syrian Refugees,726447,2009-02-16
syria,Registered Syrian Refugees,507962,2009-01-02
syria,Registered Syrian Refugees,2910931,2010-08-05
syria,Registered Syrian Refugees,2925208,2010-08-11
syria,Registered Syrian Refugees,2854211,2010-07-06
syria,Registered Syrian Refugees,1470603,2009-06-12
syria,Registered Syrian Refugees,292161,2008-10-21
syria,Registered Syrian Refugees,29599,2008-04-15
syria,Registered Syrian Refugees,585604,2009-01-25
syria,Registered Syrian Refugees,208665,2008-09-05
syria,Registered Syrian Refugees,2716800,2010-05-13
syria,Registered Syrian Refugees,756059,2009-02-21
syria,Registered Syrian Refugees,2246171,2009-12-01
syria,Registered Syrian Refugees,1569179,2009-07-01
syria,Registered Syrian Refugees,2842718,2010-06-30
syria,Registered Syrian Refugees,2412679,2010-02-01
syria,Registered Syrian Refugees,596813,2009-01-26
syria,Registered Syrian Refugees,1855939,2009-09-01
syria,Registered Syrian Refugees,2299705,2009-12-15
syria,Registered Syrian Refugees,3027317,2010-11-09
syria,Registered Syrian Refugees,92814,2008-06-24
syria,Registered Syrian Refugees,668411,2009-02-05
syria,Registered Syrian Refugees,3027291,2010-11-08
syria,Registered Syrian Refugees,2344470,2010-01-14
syria,Registered Syrian Refugees,69410,2008-05-27
syria,Registered Syrian Refugees,2965331,2010-09-01
syria,Registered Syrian Refugees,299818,2008-10-24
syria,Registered Syrian Refugees,138410,2008-08-08
syria,Registered Syrian Refugees,2179458,2009-11-13
syria,Registered Syrian Refugees,1741896,2009-08-17
syria,Registered Syrian Refugees,1456463,2009-06-09
syria,Registered Syrian Refugees,320225,2008-11-04
syria,Registered Syrian Refugees,2309788,2009-12-21
syria,Registered Syrian Refugees,2958367,2010-08-26
syria,Registered Syrian Refugees,68311,2008-05-23
syria,Registered Syrian Refugees,2121572,2009-11-03
syria,Registered Syrian Refugees,2364103,2010-01-19
syria,Registered Syrian Refugees,737866,2009-02-18
syria,Registered Syrian Refugees,506097,2009-01-01
syria,Registered Syrian Refugees,2071459,2009-10-12
syria,Registered Syrian Refugees,2609645,2010-04-08
syria,Registered Syrian Refugees,94497,2008-06-25
syria,Registered Syrian Refugees,9500,2008-01-14
syria,Registered Syrian Refugees,2911418,2010-08-06
syria,Registered Syrian Refugees,753780,2009-02-20
syria,Registered Syrian Refugees,61291,2008-05-08
syria,Registered Syrian Refugees,175573,2008-08-22
syria,Registered Syrian Refugees,1741843,2009-08-14
syria,Registered Syrian Refugees,1148491,2009-04-17
syria,Registered Syrian Refugees,2935133,2010-08-12
syria,Registered Syrian Refugees,1410865,2009-05-27
syria,Registered Syrian Refugees,78579,2008-06-06
syria,Registered Syrian Refugees,766249,2009-02-25
syria,Registered Syrian Refugees,525911,2009-01-08
syria,Registered Syrian Refugees,1268412,2009-05-06
syria,Registered Syrian Refugees,674516,2009-02-06
syria,Registered Syrian Refugees,2645970,2010-04-23
syria,Registered Syrian Refugees,2481506,2010-02-27
syria,Registered Syrian Refugees,365623,2008-11-16
syria,Registered Syrian Refugees,2989687,2010-09-13
syria,Registered Syrian Refugees,1274485,2009-05-07
syria,Registered Syrian Refugees,2512901,2010-03-09
syria,Registered Syrian Refugees,3005283,2010-09-23
syria,Registered Syrian Refugees,1245963,2009-04-29
syria,Registered Syrian Refugees,2252398,2009-12-02
syria,Registered Syrian Refugees,2191223,2009-11-17
syria,Registered Syrian Refugees,357545,2008-11-11
syria,Registered Syrian Refugees,2346697,2010-01-15
syria,Registered Syrian Refugees,1877020,2009-09-08
syria,Registered Syrian Refugees,1102843,2009-04-10
syria,Registered Syrian Refugees,2481606,2010-03-01
syria,Registered Syrian Refugees,18861,2008-01-30
syria,Registered Syrian Refugees,137106,2008-08-07
syria,Registered Syrian Refugees,1665743,2009-07-22
syria,Registered Syrian Refugees,2668061,2010-04-28
syria,Registered Syrian Refugees,2914878,2010-08-06
syria,Registered Syrian Refugees,894289,2009-03-11
syria,Registered Syrian Refugees,707998,2009-02-13
syria,Registered Syrian Refugees,1574346,2009-07-02
syria,Registered Syrian Refugees,2205562,2009-11-23
syria,Registered Syrian Refugees,104196,2008-07-05
syria,Registered Syrian Refugees,126380,2008-07-24
syria,Registered Syrian Refugees,2450810,2010-02-20
syria,Registered Syrian Refugees,273733,2008-10-10
syria,Registered Syrian Refugees,1834708,2009-08-30
syria,Registered Syrian Refugees,926725,2009-03-17
syria,Registered Syrian Refugees,2279654,2009-12-11
syria,Registered Syrian Refugees,691683,2009-02-10
syria,Registered Syrian Refugees,76778,2008-06-05
syria,Registered Syrian Refugees,480467,2008-12-22
syria,Registered Syrian Refugees,527958,2009-01-09
syria,Registered Syrian Refugees,98302,2008-06-29
syria,Registered Syrian Refugees,2903424,2010-07-30
syria,Registered Syrian Refugees,1373882,2009-05-23
syria,Registered Syrian Refugees,450328,2008-12-13
syria,Registered Syrian Refugees,158201,2008-08-14
syria,Registered Syrian Refugees,3003019,2010-09-22
syria,Registered Syrian Refugees,2303746,2010-01-01
syria,Registered Syrian Refugees,2272818,2009-12-09
syria,Registered Syrian Refugees,2775445,2010-06-08
syria,Registered Syrian Refugees,744264,2009-02-19
syria,Registered Syrian Refugees,563875,2009-01-19
syria,Registered Syrian Refugees,2510517,2010-03-08
syria,Registered Syrian Refugees,2109426,2009-10-24
syria,Registered Syrian Refugees,131307,2008-08-05
syria,Registered Syrian Refugees,2282276,2009-12-13
syria,Registered Syrian Refugees,389343,2008-11-23
syria,Registered Syrian Refugees,2659538,2010-04-25
syria,Registered Syrian Refugees,2440448,2010-02-15
syria,Registered Syrian Refugees,160616,2008-08-20
syria,Registered Syrian Refugees,1005544,2009-03-31
syria,Registered Syrian Refugees,495781,2008-12-29
syria,Registered Syrian Refugees,2005752,2009-09-29
syria,Registered Syrian Refugees,2103707,2009-10-23
syria,Registered Syrian Refugees,2712114,2010-05-11
syria,Registered Syrian Refugees,3001554,2010-09-20
syria,Registered Syrian Refugees,2606994,2010-04-07
syria,Registered Syrian Refugees,58754,2008-04-30
syria,Registered Syrian Refugees,2768009,2010-05-31
syria,Registered Syrian Refugees,328547,2008-11-10
syria,Registered Syrian Refugees,2229191,2009-11-26
syria,Registered Syrian Refugees,2159923,2009-11-04
syria,Registered Syrian Refugees,122541,2008-07-21
syria,Registered Syrian Refugees,2689288,2010-04-29
syria,Registered Syrian Refugees,3021778,2010-10-19
syria,Registered Syrian Refugees,2065004,2009-10-08
syria,Registered Syrian Refugees,1787366,2009-08-25
syria,Registered Syrian Refugees,2996208,2010-10-07
syria,Registered Syrian Refugees,930264,2009-03-18
syria,Registered Syrian Refugees,2516257,2010-03-10
syria,Registered Syrian Refugees,21767,2008-02-28
syria,Registered Syrian Refugees,364020,2008-11-13
syria,Registered Syrian Refugees,95991,2008-06-26
syria,Registered Syrian Refugees,2310299,2010-01-04
syria,Registered Syrian Refugees,396760,2008-11-25
syria,Registered Syrian Refugees,2837261,2010-06-27
syria,Registered Syrian Refugees,405890,2008-11-28
syria,Registered Syrian Refugees,509575,2009-01-04
syria,Registered Syrian Refugees,175893,2008-08-23
syria,Registered Syrian Refugees,2388054,2010-01-26
syria,Registered Syrian Refugees,1442971,2009-06-08
syria,Registered Syrian Refugees,97378,2008-06-28
syria,Registered Syrian Refugees,1205757,2009-04-22
syria,Registered Syrian Refugees,2653939,2010-04-24
syria,Registered Syrian Refugees,2493848,2010-03-04
syria,Registered Syrian Refugees,2884651,2010-07-19
syria,Registered Syrian Refugees,219925,2008-09-12
syria,Registered Syrian Refugees,655841,2009-02-04
syria,Registered Syrian Refugees,2208673,2009-11-24
syria,Registered Syrian Refugees,2444567,2010-02-08
syria,Registered Syrian Refugees,493423,2008-12-27
syria,Registered Syrian Refugees,2106920,2009-10-29
syria,Registered Syrian Refugees,2834961,2010-06-25
syria,Registered Syrian Refugees,2753074,2010-05-25
syria,Registered Syrian Refugees,1969213,2009-09-20
syria,Registered Syrian Refugees,786404,2009-03-05
syria,Registered Syrian Refugees,2483975,2010-03-02
syria,Registered Syrian Refugees,2394028,2010-01-28
syria,Registered Syrian Refugees,305317,2008-10-30
syria,Registered Syrian Refugees,2259342,2009-12-04
syria,Registered Syrian Refugees,2585182,2010-04-02
syria,Registered Syrian Refugees,1606134,2009-07-13
syria,Registered Syrian Refugees,200063,2008-09-01
syria,Registered Syrian Refugees,948780,2009-03-21
syria,Registered Syrian Refugees,2391309,2010-01-27
syria,Registered Syrian Refugees,2937135,2010-08-16
syria,Registered Syrian Refugees,1417527,2009-05-28
syria,Registered Syrian Refugees,2699229,2010-05-07
syria,Registered Syrian Refugees,2301533,2009-12-31
syria,Registered Syrian Refugees,1319620,2009-05-15
syria,Registered Syrian Refugees,26628,2008-03-30
syria,Total Persons of Concern,3911989,2011-03-10
syria,Total Persons of Concern,3321761,2010-12-07
syria,Total Persons of Concern,3204327,2010-10-27
syria,Total Persons of Concern,3831291,2011-03-07
syria,Total Persons of Concern,2898634,2010-06-30
syria,Total Persons of Concern,3034861,2010-09-24
syria,Total Persons of Concern,2943742,2010-08-09
syria,Total Persons of Concern,2909098,2010-07-08
syria,Total Persons of Concern,3033153,2010-09-21
syria,Total Persons of Concern,3338453,2010-12-29
syria,Total Persons of Concern,3000691,2010-09-01
syria,Total Persons of Concern,3249204,2010-12-01
syria,Total Persons of Concern,3835353,2011-03-09
syria,Total Persons of Concern,2992868,2010-08-26
syria,Total Persons of Concern,3831103,2011-03-04
syria,Total Persons of Concern,2842159,2010-06-08
syria,Total Persons of Concern,2858188,2010-06-11
syria,Total Persons of Concern,2883664,2010-06-22
syria,Total Persons of Concern,2908994,2010-07-07
syria,Total Persons of Concern,3209157,2010-11-12
syria,Total Persons of Concern,3829503,2011-03-03
syria,Total Persons of Concern,3023018,2010-09-10
syria,Total Persons of Concern,3214650,2010-11-16
syria,Total Persons of Concern,2966917,2010-08-16
syria,Total Persons of Concern,3834243,2011-03-07
syria,Total Persons of Concern,3830285,2011-03-04
syria,Total Persons of Concern,3332877,2010-12-22
syria,Total Persons of Concern,3332877,2010-12-20
syria,Total Persons of Concern,3323718,2010-12-09
syria,Total Persons of Concern,3247538,2010-11-24
syria,Total Persons of Concern,3028317,2010-09-15
syria,Total Persons of Concern,3335589,2010-12-22
syria,Total Persons of Concern,3218303,2010-09-28
syria,Total Persons of Concern,3170079,2010-10-13
syria,Total Persons of Concern,3801687,2011-01-19
syria,Total Persons of Concern,3014714,2010-09-09
syria,Total Persons of Concern,3217201,2010-11-17
syria,Total Persons of Concern,2915555,2010-07-15
syria,Total Persons of Concern,3014675,2010-09-08
syria,Total Persons of Concern,2911272,2010-07-08
syria,Total Persons of Concern,2839278,2010-06-04
syria,Total Persons of Concern,3205168,2010-11-10
syria,Total Persons of Concern,3205195,2010-10-26
syria,Total Persons of Concern,2943658,2010-08-06
syria,Total Persons of Concern,2930687,2010-07-23
syria,Total Persons of Concern,2836619,2010-06-03
syria,Total Persons of Concern,2927775,2010-07-20
syria,Total Persons of Concern,3826752,2011-02-25
syria,Total Persons of Concern,3000721,2010-08-31
syria,Total Persons of Concern,3323031,2010-12-09
syria,Total Persons of Concern,3034707,2010-09-23
syria,Total Persons of Concern,3023142,2010-09-13
syria,Total Persons of Concern,3199949,2010-10-01
syria,Total Persons of Concern,2963805,2010-08-12
syria,Total Persons of Concern,2933898,2010-07-29
syria,Total Persons of Concern,2915584,2010-07-16
syria,Total Persons of Concern,2935208,2010-08-03
syria,Total Persons of Concern,3338589,2010-12-28
syria,Total Persons of Concern,3250417,2010-12-03
syria,Total Persons of Concern,3178630,2010-10-08
syria,Total Persons of Concern,3208973,2010-10-21
syria,Total Persons of Concern,2966798,2010-08-13
syria,Total Persons of Concern,3211992,2010-11-12
syria,Total Persons of Concern,3205230,2010-11-08
syria,Total Persons of Concern,3342838,2011-01-04
syria,Total Persons of Concern,2855526,2010-06-10
syria,Total Persons of Concern,3202962,2010-11-01
syria,Total Persons of Concern,2923034,2010-07-19
syria,Total Persons of Concern,3252243,2010-12-06
syria,Total Persons of Concern,3218331,2010-09-29
syria,Total Persons of Concern,2837296,2010-06-04
syria,Total Persons of Concern,2887585,2010-06-25
syria,Total Persons of Concern,3341249,2010-12-30
syria,Total Persons of Concern,3822161,2011-02-18
syria,Total Persons of Concern,3801815,2011-01-20
syria,Total Persons of Concern,3003099,2010-09-06
syria,Total Persons of Concern,3205921,2010-10-19
syria,Total Persons of Concern,2902467,2010-07-02
syria,Total Persons of Concern,3204407,2010-11-02
syria,Total Persons of Concern,2836641,2010-06-02
syria,Total Persons of Concern,3213349,2010-11-16
syria,Total Persons of Concern,2933427,2010-07-26
syria,Total Persons of Concern,2841524,2010-06-07
syria,Total Persons of Concern,3205112,2010-11-04
syria,Total Persons of Concern,3827213,2011-02-28
syria,Total Persons of Concern,3824483,2011-02-23
syria,Total Persons of Concern,3002302,2010-09-03
syria,Total Persons of Concern,3034913,2010-09-27
syria,Total Persons of Concern,3203120,2010-10-29
syria,Total Persons of Concern,2884966,2010-06-23
syria,Total Persons of Concern,3177389,2010-10-01
syria,Total Persons of Concern,3249401,2010-11-19
syria,Total Persons of Concern,3249644,2010-11-22
syria,Total Persons of Concern,2874701,2010-06-18
syria,Total Persons of Concern,3800109,2011-01-17
syria,Total Persons of Concern,2874117,2010-06-17
syria,Total Persons of Concern,2973397,2010-08-19
syria,Total Persons of Concern,3799991,2011-01-14
syria,Total Persons of Concern,3800028,2011-01-13
syria,Total Persons of Concern,2916169,2010-07-14
syria,Total Persons of Concern,2870496,2010-06-15
syria,Total Persons of Concern,3341722,2011-01-03
syria,Total Persons of Concern,3247362,2010-11-30
syria,Total Persons of Concern,3807131,2011-02-11
syria,Total Persons of Concern,3323859,2010-12-15
syria,Total Persons of Concern,3205113,2010-11-05
syria,Total Persons of Concern,3828035,2011-03-01
syria,Total Persons of Concern,3336029,2010-12-23
syria,Total Persons of Concern,3336029,2010-12-27
syria,Total Persons of Concern,3342528,2011-01-11
syria,Total Persons of Concern,2902065,2010-07-01
syria,Total Persons of Concern,3209138,2010-11-11
syria,Total Persons of Concern,3023020,2010-09-14
syria,Total Persons of Concern,3000677,2010-08-30
syria,Total Persons of Concern,2999091,2010-08-27
syria,Total Persons of Concern,3205256,2010-11-09
syria,Total Persons of Concern,3247539,2010-11-25
syria,Total Persons of Concern,3342848,2011-01-05
syria,Total Persons of Concern,3178560,2010-10-07
syria,Total Persons of Concern,3206481,2010-10-13
syria,Total Persons of Concern,2912783,2010-07-09
syria,Total Persons of Concern,2855089,2010-06-10
syria,Total Persons of Concern,2871662,2010-06-16
syria,Total Persons of Concern,3825383,2011-02-24
syria,Total Persons of Concern,3178404,2010-10-01
syria,Total Persons of Concern,3205044,2010-11-02
syria,Total Persons of Concern,2921377,2010-07-20
syria,Total Persons of Concern,2881747,2010-06-21
syria,Total Persons of Concern,2978070,2010-08-23
